,inverse_anneal_temperature_Kelvin,log_time
1,0.0009318361831989935,8.536995818712418
2,0.0008044081566987089,4.499809670330265
3,0.000977373796608513,1.6094379124341003
4,0.0008044081566987089,4.499809670330265
5,0.0008044081566987089,4.499809670330265
6,0.0008044081566987089,4.499809670330265
7,0.0008044081566987089,4.499809670330265
8,0.0008044081566987089,6.173786103901937
9,0.0009318361831989935,8.536995818712418
10,0.0009318361831989935,1.6094379124341003
12,0.0008044081566987089,6.173786103901937
15,0.0008044081566987089,4.499809670330265
16,0.0007854534029768683,1.6094379124341003
17,0.0008044081566987089,4.499809670330265
18,0.0008524059156970548,7.272398392570047
19,0.0008044081566987089,7.272398392570047
20,0.0008044081566987089,1.6094379124341003
22,0.0008044081566987089,1.6094379124341003
23,0.0008044081566987089,1.6094379124341003
25,0.0009318361831989935,5.19295685089021
27,0.0009318361831989935,4.499809670330265
28,0.0008044081566987089,7.272398392570047
30,0.0008044081566987089,4.499809670330265
31,0.0008524059156970548,4.499809670330265
32,0.0010275908133381287,1.6094379124341003
33,0.0008044081566987089,4.499809670330265
34,0.0009318361831989935,4.499809670330265
35,0.0009318361831989935,6.173786103901937
36,0.0009318361831989935,5.19295685089021
37,0.0008044081566987089,4.499809670330265
38,0.0009318361831989935,5.19295685089021
40,0.0008044081566987089,5.19295685089021
42,0.0008044081566987089,5.19295685089021
43,0.0009318361831989935,7.272398392570047
45,0.0009318361831989935,7.272398392570047
46,0.0008044081566987089,5.19295685089021
47,0.0008044081566987089,7.272398392570047
49,0.0008044081566987089,7.272398392570047
51,0.0008524059156970548,4.499809670330265
52,0.0009318361831989935,7.272398392570047
53,0.0008524059156970548,7.272398392570047
55,0.0008044081566987089,4.499809670330265
56,0.0008044081566987089,5.19295685089021
57,0.0008044081566987089,4.499809670330265
58,0.0008044081566987089,4.499809670330265
59,0.0009318361831989935,5.19295685089021
61,0.0008044081566987089,4.499809670330265
63,0.0009318361831989935,8.536995818712418
64,0.0009318361831989935,5.19295685089021
66,0.0007854534029768683,1.6094379124341003
67,0.0008044081566987089,5.19295685089021
68,0.0008044081566987089,7.965545573129992
69,0.0008524059156970548,4.499809670330265
70,0.0008044081566987089,4.499809670330265
71,0.0008044081566987089,5.19295685089021
72,0.0008044081566987089,7.272398392570047
73,0.0008044081566987089,7.272398392570047
75,0.0008044081566987089,6.173786103901937
76,0.0008524059156970548,5.19295685089021
77,0.0008044081566987089,7.965545573129992
79,0.0009318361831989935,8.536995818712418
80,0.0009318361831989935,7.272398392570047
81,0.0008044081566987089,7.272398392570047
82,0.0008524059156970548,7.272398392570047
83,0.0008044081566987089,5.19295685089021
85,0.0008044081566987089,7.272398392570047
86,0.0008044081566987089,7.272398392570047
88,0.0009318361831989935,6.173786103901937
89,0.0009318361831989935,6.173786103901937
92,0.0007854534029768683,1.6094379124341003
93,0.0009318361831989935,7.272398392570047
94,0.0007282525579871098,4.0943445622221
96,0.0008044081566987089,4.499809670330265
97,0.0008044081566987089,4.499809670330265
98,0.0010275908133381287,1.6094379124341003
99,0.0008044081566987089,7.272398392570047
101,0.0008044081566987089,7.272398392570047
102,0.0008524059156970548,4.499809670330265
103,0.0008044081566987089,4.499809670330265
104,0.0008524059156970548,5.19295685089021
107,0.0008044081566987089,1.6094379124341003
108,0.000977373796608513,1.6094379124341003
109,0.0009318361831989935,6.173786103901937
110,0.0008044081566987089,1.6094379124341003
111,0.0008044081566987089,1.6094379124341003
112,0.0008044081566987089,5.19295685089021
113,0.0008044081566987089,4.499809670330265
114,0.0008044081566987089,5.19295685089021
115,0.0008524059156970548,5.19295685089021
116,0.0009318361831989935,5.19295685089021
117,0.0008524059156970548,7.272398392570047
118,0.0008044081566987089,4.499809670330265
119,0.0009318361831989935,7.272398392570047
120,0.0007854534029768683,1.6094379124341003
121,0.0008044081566987089,5.19295685089021
122,0.000977373796608513,1.6094379124341003
123,0.0008044081566987089,6.173786103901937
127,0.0008044081566987089,6.173786103901937
128,0.0008044081566987089,7.272398392570047
129,0.0009318361831989935,6.173786103901937
130,0.0009318361831989935,7.272398392570047
132,0.0008524059156970548,4.499809670330265
133,0.0008044081566987089,1.6094379124341003
136,0.0009318361831989935,6.173786103901937
137,0.0008044081566987089,5.19295685089021
138,0.0008044081566987089,1.6094379124341003
139,0.0008044081566987089,4.499809670330265
140,0.0009318361831989935,6.173786103901937
142,0.000977373796608513,1.6094379124341003
144,0.0010275908133381287,1.6094379124341003
145,0.0008524059156970548,7.272398392570047
147,0.0009318361831989935,4.499809670330265
148,0.0009318361831989935,6.173786103901937
149,0.0008044081566987089,1.6094379124341003
150,0.0008044081566987089,1.6094379124341003
152,0.0008044081566987089,6.173786103901937
153,0.0008044081566987089,5.19295685089021
154,0.0009318361831989935,5.19295685089021
156,0.0010275908133381287,1.6094379124341003
157,0.0008044081566987089,6.173786103901937
159,0.0009318361831989935,6.173786103901937
160,0.0008044081566987089,4.499809670330265
161,0.0008044081566987089,5.19295685089021
162,0.0008044081566987089,4.499809670330265
166,0.0009318361831989935,6.173786103901937
167,0.0008044081566987089,4.499809670330265
169,0.0008044081566987089,4.499809670330265
170,0.0008044081566987089,7.272398392570047
171,0.0008044081566987089,1.6094379124341003
172,0.0009318361831989935,5.19295685089021
173,0.0008044081566987089,7.272398392570047
174,0.0009318361831989935,6.173786103901937
176,0.0009318361831989935,8.536995818712418
177,0.0008044081566987089,5.19295685089021
178,0.0008524059156970548,4.499809670330265
179,0.0009318361831989935,4.499809670330265
180,0.0009318361831989935,4.499809670330265
181,0.0008044081566987089,1.6094379124341003
182,0.0009318361831989935,6.173786103901937
183,0.0008044081566987089,4.499809670330265
185,0.0009318361831989935,7.272398392570047
186,0.0008044081566987089,4.499809670330265
187,0.0007854534029768683,1.6094379124341003
188,0.0008044081566987089,6.173786103901937
190,0.0008044081566987089,4.499809670330265
191,0.0009318361831989935,5.19295685089021
192,0.0008044081566987089,7.272398392570047
194,0.0008044081566987089,7.272398392570047
196,0.0008044081566987089,7.272398392570047
197,0.0010275908133381287,1.6094379124341003
198,0.0008044081566987089,4.499809670330265
199,0.0008524059156970548,5.19295685089021
200,0.0008044081566987089,7.272398392570047
201,0.0008044081566987089,4.499809670330265
202,0.0008044081566987089,7.272398392570047
203,0.0009318361831989935,4.499809670330265
205,0.0009318361831989935,4.499809670330265
206,0.0008044081566987089,7.272398392570047
207,0.0009318361831989935,8.536995818712418
208,0.0008044081566987089,4.499809670330265
209,0.0008044081566987089,5.19295685089021
210,0.0008044081566987089,5.19295685089021
211,0.0009318361831989935,6.173786103901937
212,0.0008044081566987089,5.19295685089021
214,0.0008524059156970548,4.499809670330265
215,0.0008044081566987089,4.499809670330265
216,0.0008044081566987089,4.499809670330265
217,0.0008044081566987089,4.499809670330265
218,0.0008044081566987089,7.272398392570047
221,0.0008044081566987089,7.272398392570047
222,0.0008044081566987089,4.499809670330265
224,0.0008524059156970548,4.499809670330265
225,0.0008524059156970548,4.499809670330265
226,0.0009318361831989935,8.536995818712418
228,0.0008044081566987089,5.19295685089021
229,0.0008524059156970548,4.499809670330265
230,0.0008044081566987089,4.499809670330265
231,0.0008044081566987089,7.272398392570047
232,0.0008044081566987089,6.173786103901937
233,0.0008044081566987089,1.6094379124341003
234,0.0007854534029768683,1.6094379124341003
237,0.0007282525579871098,4.0943445622221
238,0.0007282525579871098,4.0943445622221
240,0.0009318361831989935,4.499809670330265
242,0.0009318361831989935,8.536995818712418
243,0.0008044081566987089,4.499809670330265
246,0.0009318361831989935,8.536995818712418
247,0.0008044081566987089,5.19295685089021
248,0.0007282525579871098,4.0943445622221
250,0.0008044081566987089,4.499809670330265
252,0.0007282525579871098,4.0943445622221
253,0.0008044081566987089,4.499809670330265
254,0.0008044081566987089,5.19295685089021
255,0.0008044081566987089,4.499809670330265
256,0.0007282525579871098,4.0943445622221
258,0.0008524059156970548,4.499809670330265
260,0.0008044081566987089,7.272398392570047
262,0.0008044081566987089,7.272398392570047
264,0.0008044081566987089,4.499809670330265
266,0.0008524059156970548,5.19295685089021
267,0.0007282525579871098,4.0943445622221
268,0.0008524059156970548,4.499809670330265
269,0.0008044081566987089,4.499809670330265
270,0.0009318361831989935,7.272398392570047
271,0.0008524059156970548,1.6094379124341003
273,0.0008044081566987089,7.272398392570047
274,0.0009318361831989935,8.536995818712418
275,0.0008044081566987089,5.19295685089021
276,0.0009318361831989935,5.19295685089021
277,0.0008044081566987089,5.19295685089021
278,0.0009318361831989935,8.536995818712418
279,0.0009318361831989935,6.173786103901937
280,0.0009318361831989935,7.272398392570047
281,0.0008044081566987089,4.499809670330265
282,0.0008044081566987089,5.19295685089021
283,0.0009318361831989935,4.499809670330265
284,0.0008044081566987089,1.6094379124341003
285,0.0009318361831989935,6.173786103901937
286,0.0008044081566987089,1.6094379124341003
287,0.0009318361831989935,8.536995818712418
288,0.0008044081566987089,1.6094379124341003
289,0.0008044081566987089,5.19295685089021
290,0.0008524059156970548,4.499809670330265
291,0.0008044081566987089,4.499809670330265
292,0.0009318361831989935,7.272398392570047
294,0.0008044081566987089,1.6094379124341003
295,0.0008044081566987089,7.272398392570047
296,0.0008044081566987089,4.499809670330265
298,0.0008044081566987089,7.965545573129992
299,0.0008044081566987089,4.499809670330265
300,0.0008044081566987089,7.272398392570047
301,0.0008044081566987089,4.499809670330265
302,0.0008044081566987089,4.499809670330265
303,0.0008044081566987089,4.499809670330265
304,0.0008524059156970548,4.499809670330265
305,0.0009318361831989935,5.19295685089021
306,0.0008524059156970548,4.499809670330265
307,0.0008044081566987089,6.173786103901937
308,0.0009318361831989935,6.173786103901937
309,0.0008044081566987089,4.499809670330265
310,0.0009318361831989935,6.173786103901937
311,0.0008044081566987089,5.19295685089021
312,0.0008044081566987089,4.499809670330265
313,0.0008044081566987089,7.272398392570047
314,0.0008044081566987089,7.272398392570047
315,0.0009318361831989935,1.6094379124341003
316,0.0007282525579871098,4.0943445622221
317,0.0008044081566987089,5.19295685089021
318,0.0009318361831989935,6.173786103901937
319,0.0009318361831989935,7.272398392570047
320,0.0007282525579871098,4.0943445622221
321,0.0009318361831989935,8.536995818712418
322,0.0008524059156970548,4.499809670330265
323,0.0008044081566987089,6.173786103901937
325,0.0009318361831989935,8.536995818712418
326,0.0008044081566987089,7.272398392570047
327,0.0008044081566987089,7.272398392570047
328,0.0008044081566987089,7.272398392570047
329,0.0008044081566987089,6.173786103901937
331,0.0008044081566987089,7.272398392570047
332,0.0009318361831989935,6.173786103901937
334,0.0008044081566987089,4.499809670330265
335,0.0009318361831989935,8.536995818712418
336,0.0008044081566987089,4.499809670330265
337,0.0008044081566987089,4.499809670330265
338,0.0009318361831989935,6.173786103901937
339,0.0008044081566987089,4.499809670330265
340,0.0008044081566987089,4.499809670330265
341,0.0008044081566987089,7.272398392570047
342,0.0007282525579871098,4.0943445622221
345,0.0010275908133381287,1.6094379124341003
347,0.0008524059156970548,7.272398392570047
348,0.0008044081566987089,7.272398392570047
349,0.0008044081566987089,4.499809670330265
350,0.0008044081566987089,4.499809670330265
353,0.0008044081566987089,4.499809670330265
354,0.0008044081566987089,6.173786103901937
355,0.0009318361831989935,8.536995818712418
356,0.0008044081566987089,4.499809670330265
358,0.0008044081566987089,4.499809670330265
359,0.0009318361831989935,7.272398392570047
360,0.0008044081566987089,6.173786103901937
361,0.0009318361831989935,8.536995818712418
363,0.0008044081566987089,4.499809670330265
364,0.0007282525579871098,4.0943445622221
366,0.0008044081566987089,4.499809670330265
373,0.0008524059156970548,4.499809670330265
375,0.0009318361831989935,1.6094379124341003
376,0.0007854534029768683,1.6094379124341003
377,0.0009318361831989935,4.499809670330265
378,0.0008044081566987089,4.499809670330265
380,0.0009318361831989935,8.536995818712418
381,0.0008044081566987089,4.499809670330265
382,0.0009318361831989935,1.6094379124341003
383,0.0008044081566987089,4.499809670330265
386,0.0010275908133381287,1.6094379124341003
388,0.0008044081566987089,7.272398392570047
390,0.0009318361831989935,6.173786103901937
391,0.0009318361831989935,7.272398392570047
393,0.0008044081566987089,1.6094379124341003
394,0.0008044081566987089,4.499809670330265
395,0.0008044081566987089,4.499809670330265
397,0.0008524059156970548,5.19295685089021
398,0.0007282525579871098,4.0943445622221
399,0.0008524059156970548,4.499809670330265
402,0.0008044081566987089,4.499809670330265
403,0.0008524059156970548,5.19295685089021
404,0.0007854534029768683,1.6094379124341003
405,0.0009318361831989935,6.173786103901937
406,0.0009318361831989935,6.173786103901937
407,0.0008044081566987089,4.499809670330265
408,0.0008044081566987089,7.272398392570047
409,0.0008044081566987089,1.6094379124341003
410,0.0007854534029768683,1.6094379124341003
411,0.0008524059156970548,4.499809670330265
414,0.0008044081566987089,7.272398392570047
415,0.0008524059156970548,7.272398392570047
416,0.0008044081566987089,6.173786103901937
418,0.0008524059156970548,4.499809670330265
419,0.0008044081566987089,6.173786103901937
420,0.0008044081566987089,6.173786103901937
421,0.0008044081566987089,5.19295685089021
423,0.0009318361831989935,1.6094379124341003
424,0.0008044081566987089,4.499809670330265
426,0.0008044081566987089,4.499809670330265
427,0.0008044081566987089,7.272398392570047
428,0.0009318361831989935,5.19295685089021
430,0.0008524059156970548,4.499809670330265
431,0.0009318361831989935,5.19295685089021
432,0.0009318361831989935,6.173786103901937
434,0.0008044081566987089,6.173786103901937
436,0.0008524059156970548,5.19295685089021
438,0.0008044081566987089,1.6094379124341003
439,0.0008044081566987089,7.272398392570047
440,0.0008044081566987089,1.6094379124341003
442,0.0008044081566987089,1.6094379124341003
443,0.0007854534029768683,1.6094379124341003
445,0.0008524059156970548,7.272398392570047
448,0.0008044081566987089,7.272398392570047
451,0.0008044081566987089,6.173786103901937
452,0.0008044081566987089,6.173786103901937
453,0.0008524059156970548,4.499809670330265
454,0.0009318361831989935,5.19295685089021
455,0.0008044081566987089,1.6094379124341003
456,0.0007282525579871098,4.0943445622221
457,0.0009318361831989935,6.173786103901937
458,0.0008044081566987089,7.965545573129992
460,0.0008044081566987089,1.6094379124341003
461,0.0008044081566987089,1.6094379124341003
462,0.0008524059156970548,4.499809670330265
463,0.0008044081566987089,4.499809670330265
467,0.0008044081566987089,1.6094379124341003
468,0.0009318361831989935,6.173786103901937
469,0.0008524059156970548,5.19295685089021
470,0.0008044081566987089,4.499809670330265
471,0.0008044081566987089,1.6094379124341003
472,0.0009318361831989935,4.499809670330265
473,0.0008044081566987089,4.499809670330265
475,0.0008044081566987089,4.499809670330265
476,0.0009318361831989935,6.173786103901937
478,0.0009318361831989935,5.19295685089021
479,0.0008044081566987089,5.19295685089021
480,0.0007854534029768683,1.6094379124341003
481,0.0009318361831989935,8.536995818712418
483,0.0008044081566987089,7.272398392570047
485,0.0008044081566987089,7.272398392570047
486,0.0008044081566987089,4.499809670330265
488,0.0008044081566987089,6.173786103901937
490,0.0008044081566987089,7.272398392570047
491,0.0008044081566987089,1.6094379124341003
492,0.0008044081566987089,5.19295685089021
493,0.0009318361831989935,8.536995818712418
494,0.0008044081566987089,5.19295685089021
496,0.0008524059156970548,1.6094379124341003
498,0.0007282525579871098,4.0943445622221
499,0.0008044081566987089,4.499809670330265
500,0.0008044081566987089,7.272398392570047
502,0.0009318361831989935,1.6094379124341003
505,0.0009318361831989935,5.19295685089021
506,0.0008044081566987089,1.6094379124341003
507,0.0008044081566987089,5.19295685089021
508,0.0009318361831989935,7.272398392570047
509,0.0008524059156970548,4.499809670330265
513,0.0009318361831989935,8.536995818712418
514,0.0010275908133381287,1.6094379124341003
515,0.0009318361831989935,6.173786103901937
516,0.0010275908133381287,1.6094379124341003
517,0.0008524059156970548,4.499809670330265
519,0.0009318361831989935,6.173786103901937
520,0.0008044081566987089,7.272398392570047
522,0.0009318361831989935,7.272398392570047
524,0.0009318361831989935,5.19295685089021
525,0.0008044081566987089,5.19295685089021
526,0.0008044081566987089,4.499809670330265
528,0.0008044081566987089,6.173786103901937
529,0.0009318361831989935,4.499809670330265
530,0.0008044081566987089,6.173786103901937
531,0.0008044081566987089,7.272398392570047
533,0.0008044081566987089,6.173786103901937
534,0.0008044081566987089,4.499809670330265
536,0.0008044081566987089,4.499809670330265
537,0.0008044081566987089,7.272398392570047
538,0.0008044081566987089,5.19295685089021
539,0.0010275908133381287,1.6094379124341003
540,0.0008044081566987089,7.272398392570047
541,0.0008044081566987089,4.499809670330265
542,0.0009318361831989935,4.499809670330265
543,0.0007854534029768683,1.6094379124341003
545,0.0008044081566987089,5.19295685089021
547,0.0008044081566987089,6.173786103901937
548,0.0008044081566987089,7.272398392570047
549,0.0008044081566987089,4.499809670330265
550,0.0008044081566987089,4.499809670330265
551,0.0008044081566987089,5.19295685089021
552,0.0009318361831989935,6.173786103901937
553,0.0008044081566987089,5.19295685089021
554,0.0009318361831989935,8.536995818712418
555,0.0008044081566987089,7.965545573129992
556,0.0008044081566987089,5.19295685089021
557,0.0009318361831989935,7.272398392570047
558,0.0009318361831989935,7.272398392570047
560,0.0008044081566987089,4.499809670330265
561,0.0008044081566987089,4.499809670330265
562,0.0008044081566987089,7.272398392570047
563,0.0008044081566987089,7.272398392570047
564,0.0008524059156970548,4.499809670330265
565,0.0007282525579871098,4.0943445622221
566,0.0008044081566987089,4.499809670330265
567,0.0008044081566987089,5.19295685089021
569,0.0009318361831989935,1.6094379124341003
570,0.0009318361831989935,1.6094379124341003
572,0.0008044081566987089,5.19295685089021
573,0.0008044081566987089,4.499809670330265
574,0.0008044081566987089,5.19295685089021
575,0.0008044081566987089,4.499809670330265
577,0.0008524059156970548,4.499809670330265
578,0.0009318361831989935,5.19295685089021
580,0.0008044081566987089,1.6094379124341003
581,0.0008044081566987089,1.6094379124341003
582,0.0007282525579871098,4.0943445622221
584,0.0009318361831989935,5.19295685089021
585,0.0008044081566987089,4.499809670330265
586,0.0008044081566987089,1.6094379124341003
587,0.0008044081566987089,4.499809670330265
588,0.0008524059156970548,5.19295685089021
590,0.0008524059156970548,7.272398392570047
591,0.0007854534029768683,1.6094379124341003
592,0.0009318361831989935,6.173786103901937
593,0.0009318361831989935,4.499809670330265
594,0.0009318361831989935,5.19295685089021
595,0.0008044081566987089,4.499809670330265
596,0.0008044081566987089,4.499809670330265
598,0.0008044081566987089,5.19295685089021
599,0.0008044081566987089,7.272398392570047
600,0.0009318361831989935,8.536995818712418
601,0.0008044081566987089,7.272398392570047
602,0.0008044081566987089,4.499809670330265
603,0.0008044081566987089,4.499809670330265
605,0.0008044081566987089,7.272398392570047
606,0.0008044081566987089,1.6094379124341003
607,0.0009318361831989935,1.6094379124341003
608,0.0008044081566987089,4.499809670330265
609,0.0008044081566987089,7.272398392570047
611,0.0008524059156970548,5.19295685089021
612,0.0008044081566987089,6.173786103901937
613,0.0008044081566987089,4.499809670330265
615,0.0009318361831989935,6.173786103901937
616,0.0008044081566987089,7.272398392570047
617,0.0009318361831989935,7.272398392570047
620,0.0008044081566987089,5.19295685089021
621,0.0009318361831989935,6.173786103901937
622,0.0008044081566987089,4.499809670330265
623,0.0008044081566987089,6.173786103901937
626,0.0009318361831989935,8.536995818712418
628,0.0009318361831989935,5.19295685089021
629,0.0009318361831989935,5.19295685089021
630,0.0008044081566987089,1.6094379124341003
631,0.0008524059156970548,5.19295685089021
632,0.0008044081566987089,4.499809670330265
633,0.0008044081566987089,4.499809670330265
634,0.0009318361831989935,6.173786103901937
636,0.0009318361831989935,7.272398392570047
637,0.0008044081566987089,5.19295685089021
638,0.0008044081566987089,1.6094379124341003
639,0.0008044081566987089,6.173786103901937
642,0.0009318361831989935,6.173786103901937
643,0.0008044081566987089,6.173786103901937
644,0.0008044081566987089,7.272398392570047
646,0.0008044081566987089,4.499809670330265
647,0.0009318361831989935,8.536995818712418
648,0.0008044081566987089,4.499809670330265
649,0.0009318361831989935,7.272398392570047
650,0.0008044081566987089,7.272398392570047
652,0.0008044081566987089,5.19295685089021
655,0.0008044081566987089,4.499809670330265
657,0.0009318361831989935,7.272398392570047
658,0.0009318361831989935,4.499809670330265
660,0.0008044081566987089,4.499809670330265
661,0.0009318361831989935,7.272398392570047
662,0.0008044081566987089,5.19295685089021
663,0.0009318361831989935,7.272398392570047
664,0.0008044081566987089,7.272398392570047
665,0.0008524059156970548,5.19295685089021
667,0.0008044081566987089,4.499809670330265
668,0.0009318361831989935,7.272398392570047
670,0.0008524059156970548,7.272398392570047
671,0.0008044081566987089,7.272398392570047
673,0.0008044081566987089,1.6094379124341003
675,0.0008044081566987089,7.272398392570047
676,0.0008044081566987089,4.499809670330265
678,0.0008044081566987089,4.499809670330265
679,0.0008524059156970548,4.499809670330265
683,0.0008044081566987089,5.19295685089021
684,0.0008044081566987089,4.499809670330265
685,0.0008044081566987089,4.499809670330265
686,0.0008044081566987089,7.272398392570047
688,0.0008044081566987089,5.19295685089021
689,0.0008524059156970548,5.19295685089021
691,0.0008044081566987089,4.499809670330265
693,0.0009318361831989935,5.19295685089021
694,0.0008044081566987089,6.173786103901937
696,0.0008044081566987089,5.19295685089021
697,0.0008044081566987089,4.499809670330265
698,0.0008044081566987089,1.6094379124341003
700,0.0008044081566987089,4.499809670330265
701,0.0008044081566987089,7.272398392570047
702,0.0008524059156970548,4.499809670330265
704,0.0008044081566987089,5.19295685089021
705,0.0009318361831989935,7.272398392570047
706,0.0008044081566987089,6.173786103901937
707,0.0008044081566987089,4.499809670330265
708,0.0008044081566987089,7.272398392570047
710,0.0008524059156970548,7.272398392570047
711,0.0008044081566987089,7.272398392570047
712,0.0008044081566987089,1.6094379124341003
713,0.0009318361831989935,5.19295685089021
716,0.0009318361831989935,6.173786103901937
717,0.0009318361831989935,8.536995818712418
718,0.0008044081566987089,1.6094379124341003
719,0.0008044081566987089,1.6094379124341003
720,0.0008044081566987089,1.6094379124341003
723,0.0008044081566987089,5.19295685089021
724,0.0008044081566987089,4.499809670330265
725,0.0008044081566987089,5.19295685089021
726,0.0008044081566987089,1.6094379124341003
727,0.0008044081566987089,7.272398392570047
728,0.0008044081566987089,4.499809670330265
729,0.0008044081566987089,4.499809670330265
730,0.0008044081566987089,7.272398392570047
731,0.0008044081566987089,7.272398392570047
732,0.0008524059156970548,5.19295685089021
733,0.0008044081566987089,1.6094379124341003
734,0.0008524059156970548,4.499809670330265
735,0.0009318361831989935,8.536995818712418
736,0.0008044081566987089,4.499809670330265
737,0.0008044081566987089,4.499809670330265
739,0.0008044081566987089,1.6094379124341003
744,0.0008044081566987089,5.19295685089021
745,0.0008044081566987089,5.19295685089021
746,0.0009318361831989935,1.6094379124341003
747,0.0008044081566987089,4.499809670330265
748,0.0008524059156970548,7.272398392570047
749,0.0008044081566987089,5.19295685089021
750,0.0008044081566987089,5.19295685089021
751,0.0007854534029768683,1.6094379124341003
753,0.0009318361831989935,5.19295685089021
754,0.0009318361831989935,5.19295685089021
756,0.0009318361831989935,8.536995818712418
757,0.0008044081566987089,4.499809670330265
758,0.0008044081566987089,5.19295685089021
759,0.0009318361831989935,8.536995818712418
760,0.0008044081566987089,7.272398392570047
762,0.0008044081566987089,4.499809670330265
763,0.0008044081566987089,4.499809670330265
764,0.0009318361831989935,7.272398392570047
765,0.0009318361831989935,7.272398392570047
766,0.0008044081566987089,5.19295685089021
770,0.0008044081566987089,4.499809670330265
772,0.0008044081566987089,4.499809670330265
774,0.0009318361831989935,4.499809670330265
775,0.0008044081566987089,1.6094379124341003
776,0.0008044081566987089,5.19295685089021
777,0.0008044081566987089,5.19295685089021
778,0.0008044081566987089,6.173786103901937
779,0.0008044081566987089,1.6094379124341003
780,0.0009318361831989935,8.536995818712418
781,0.0008044081566987089,7.272398392570047
782,0.0008044081566987089,1.6094379124341003
788,0.0008524059156970548,4.499809670330265
789,0.0009318361831989935,6.173786103901937
790,0.0008044081566987089,4.499809670330265
791,0.0008044081566987089,7.272398392570047
792,0.0009318361831989935,8.536995818712418
795,0.0009318361831989935,7.272398392570047
797,0.0008044081566987089,7.272398392570047
799,0.0008044081566987089,1.6094379124341003
800,0.0008044081566987089,4.499809670330265
802,0.0010275908133381287,1.6094379124341003
